Date,Description,Amount,PaymentMethod,Category
2022-12-20,Grocery,420.38,Cash,Food & Dining
2019-09-17,Parking,940.64,Transfer,Transportation
2021-07-29,Hotel,391.96,Cash,Shopping
2022-05-16,Insurance,1195.79,UPI,Health & Medical
2020-06-01,Book Purchase,1918.97,Transfer,Entertainment
2022-02-25,Internet Bill,1798.34,Transfer,Utilities
2022-04-28,Internet Bill,1864.85,UPI,Utilities
2023-10-22,Lunch,942.68,UPI,Food & Dining
2019-02-27,Fuel,46.56,Transfer,Transportation
2021-05-23,Parking,955.87,UPI,Transportation
2024-03-01,Hotel,10743.04,UPI,Shopping
2021-11-08,Flight Ticket,690.24,Card,Transportation
2020-07-30,Coffee,593.75,Cash,Food & Dining
2020-03-11,Hotel,1955.18,UPI,Shopping
2024-04-03,Lunch,364.51,Card,Food & Dining
2021-06-23,Online Shopping,208.04,Cash,Shopping
2020-06-24,Book Purchase,1975.94,Cash,Entertainment
2024-01-24,Flight Ticket,11492.87,UPI,Transportation
2021-11-26,Insurance,117.75,UPI,Entertainment
2021-02-19,Subscription,213.61,Cash,Entertainment
2024-02-25,Parking,1536.67,Card,Transportation
2021-07-28,Subscription,1001.14,UPI,Entertainment
2022-05-19,Parking,1573.74,Transfer,Transportation
2023-02-21,Dinner,1868.6,UPI,Food & Dining
2022-05-19,Hotel,6903.34,Transfer,Shopping
2019-02-25,Insurance,1829.35,UPI,Entertainment
2021-06-05,Bus,997.7,Transfer,Transportation
2022-04-15,Dinner,1157.25,Card,Food & Dining
2019-04-29,Fuel,267.65,UPI,Transportation
2021-09-08,Pharmacy,3714.24,Cash,Health & Medical
2020-05-24,Fuel,443.45,Card,Transportation
2023-07-03,Grocery,1355.12,Transfer,Food & Dining
2020-04-22,Gym Membership,933.42,Card,Entertainment
2024-03-16,Hotel,7163.09,Transfer,Shopping
2022-11-25,Electricity Bill,1541.34,UPI,Utilities
2023-06-07,Tuition Fee,1134.68,Card,Education
2019-10-24,Subscription,7134.2,Transfer,Entertainment
2021-04-21,Parking,186.66,Transfer,Transportation
2023-10-13,Tuition Fee,1752.32,Cash,Education
2023-03-17,Tuition Fee,1814.82,UPI,Education
2019-06-07,Bus,1350.37,UPI,Transportation
2021-10-01,Pharmacy,994.25,Cash,Health & Medical
2019-02-28,Restaurant,2556.8,UPI,Food & Dining
2023-08-29,Hotel,1121.7,UPI,Shopping
2024-04-24,Movie,1759.66,UPI,Entertainment
2021-12-16,Subscription,1789.72,Card,Entertainment
2023-11-21,Insurance,824.92,UPI,Shopping
2021-08-18,Online Shopping,1078.42,Card,Shopping
2020-08-07,Internet Bill,96.05,Card,Utilities
2024-02-09,Subscription,236.61,Card,Entertainment
2023-11-18,Taxi,690.18,Transfer,Transportation
2024-11-16,Grocery,1537.42,Card,Food & Dining
2019-01-31,Hotel,1955.92,Transfer,Shopping
2020-03-19,Insurance,1139.84,Cash,Education
2021-08-11,Pharmacy,768.79,Card,Health & Medical
2021-02-13,Insurance,866.53,Transfer,Education
2022-07-02,Tuition Fee,272.65,Transfer,Education
2021-06-26,Dinner,1090.84,UPI,Food & Dining
2023-08-15,Internet Bill,1180.55,Cash,Utilities
2023-10-11,Parking,304.44,Card,Transportation
2020-08-16,Grocery,1625.2,UPI,Food & Dining
2019-07-23,Bus,1517.94,UPI,Transportation
2022-09-12,Coffee,1857.62,Card,Food & Dining
2020-07-03,Course Purchase,1313.46,Card,Education
2020-11-25,Insurance,1806.18,Transfer,Shopping
2021-05-06,Hotel,1914.81,UPI,Shopping
2022-08-20,Course Purchase,838.18,Transfer,Education
2021-08-26,Course Purchase,988.97,Transfer,Education
2023-10-24,Online Shopping,286.6,Card,Shopping
2022-07-20,Book Purchase,1649.85,Transfer,Entertainment
2021-03-16,Subscription,812.38,UPI,Entertainment
2023-05-22,Course Purchase,1411.52,UPI,Education
2023-12-11,Online Shopping,981.56,UPI,Shopping
2020-01-20,Gym Membership,1054.63,Transfer,Other
2023-09-26,Subscription,941.85,Transfer,Entertainment
2022-03-26,Gym Membership,345.9,Card,Entertainment
2024-01-21,Fuel,1187.13,UPI,Transportation
2024-05-27,Restaurant,1225.57,UPI,Food & Dining
2020-03-01,Dinner,880.12,UPI,Food & Dining
2022-09-24,Pharmacy,81.25,Card,Health & Medical
2021-10-28,Grocery,1706.62,Transfer,Food & Dining
2024-01-26,Book Purchase,1016.92,UPI,Entertainment
2021-01-07,Course Purchase,712.0,UPI,Education
2022-07-21,Electricity Bill,7099.39,Transfer,Utilities
2023-10-14,Subscription,7324.47,Card,Entertainment
2019-05-21,Fuel,1511.0,Transfer,Transportation
2021-06-05,Pharmacy,1281.94,Cash,Health & Medical
2019-07-10,Online Shopping,162.67,Cash,Shopping
2023-11-24,Internet Bill,514.73,Transfer,Utilities
2019-04-08,Bus,1204.64,Cash,Transportation
2020-01-31,Online Shopping,422.39,Transfer,Shopping
2019-07-17,Fuel,1299.43,Cash,Transportation
2024-07-13,Bus,177.36,Card,Transportation
2024-04-24,Hotel,706.93,UPI,Shopping
2020-01-21,Taxi,957.1,Transfer,Transportation
2019-10-09,Flight Ticket,205.37,Card,Transportation
2019-05-27,Dinner,880.95,Card,Food & Dining
2021-08-21,Dinner,282.3,Cash,Food & Dining
2023-02-09,Tuition Fee,615.96,UPI,Education
2024-05-12,Coffee,727.43,Card,Food & Dining
2021-09-13,Hotel,787.35,Transfer,Shopping
2020-08-31,Tuition Fee,1360.87,Transfer,Education
2020-04-19,Lunch,869.69,Card,Food & Dining
2021-11-28,Taxi,1271.89,Transfer,Transportation
2022-05-16,Online Shopping,1774.55,UPI,Shopping
2021-10-10,Bus,1237.43,Transfer,Transportation
2024-07-31,Restaurant,985.97,UPI,Food & Dining
2024-09-03,Flight Ticket,950.74,Card,Transportation
2019-09-18,Flight Ticket,318.19,Card,Transportation
2020-10-08,Dinner,947.72,Transfer,Food & Dining
2019-10-01,Online Shopping,492.46,Transfer,Shopping
2019-12-03,Electricity Bill,1951.2,Card,Utilities
2022-06-06,Online Shopping,1730.23,Cash,Shopping
2023-04-26,Restaurant,515.34,UPI,Food & Dining
2024-10-10,Electricity Bill,131.51,Cash,Utilities
2020-04-26,Course Purchase,1190.22,Cash,Education
2022-07-25,Internet Bill,651.32,Cash,Utilities
2022-01-04,Electricity Bill,888.67,Card,Utilities
2019-08-04,Parking,1991.87,UPI,Transportation
2020-10-31,Tuition Fee,1922.21,Cash,Education
2021-04-05,Grocery,719.22,UPI,Food & Dining
2021-01-31,Restaurant,518.34,Transfer,Food & Dining
2024-08-15,Flight Ticket,13787.22,Card,Transportation
2022-01-05,Subscription,1979.03,Card,Entertainment
2020-03-13,Fuel,1565.47,Card,Transportation
2024-08-12,Flight Ticket,795.78,Cash,Transportation
2021-12-19,Hotel,1314.89,UPI,Shopping
2023-09-15,Internet Bill,1683.3,Transfer,Utilities
2020-07-30,Hotel,867.93,Cash,Shopping
2023-10-26,Restaurant,1429.22,UPI,Food & Dining
2019-07-24,Course Purchase,1568.61,Card,Education
2020-08-29,Coffee,814.62,UPI,Food & Dining
2019-08-22,Grocery,815.09,Card,Food & Dining
2021-02-21,Restaurant,1468.02,Transfer,Food & Dining
2023-12-04,Lunch,1299.8,Card,Food & Dining
2021-01-21,Lunch,1557.99,Card,Food & Dining
2020-11-13,Coffee,37.61,Cash,Food & Dining
2020-08-26,Insurance,43.53,Card,Utilities
2024-12-19,Gym Membership,6564.91,UPI,Shopping
2024-07-22,Insurance,1411.83,Transfer,Health & Medical
2024-05-11,Parking,247.58,Cash,Transportation
2020-09-06,Pharmacy,268.02,UPI,Health & Medical
2022-05-27,Parking,66.21,Card,Transportation
2023-06-19,Tuition Fee,993.66,Card,Education
2024-01-27,Insurance,1596.03,Card,Utilities
2019-04-29,Course Purchase,3003.29,Transfer,Education
2021-06-11,Tuition Fee,1415.62,Transfer,Education
2019-08-16,Internet Bill,518.72,UPI,Utilities
2024-06-28,Subscription,6944.43,Cash,Entertainment
2019-11-07,Lunch,277.19,UPI,Food & Dining
2020-06-20,Grocery,999.1,UPI,Food & Dining
2023-01-18,Dinner,972.22,Card,Food & Dining
2022-10-03,Fuel,480.59,Transfer,Transportation
2024-06-12,Insurance,1521.59,Transfer,Transportation
2019-01-03,Book Purchase,633.86,Cash,Entertainment
2019-09-28,Electricity Bill,1950.09,Cash,Utilities
2020-07-11,Tuition Fee,36.71,Card,Education
2023-03-20,Flight Ticket,1708.64,Cash,Transportation
2021-01-24,Tuition Fee,1056.52,Transfer,Education
2023-08-05,Bus,1204.81,Card,Transportation
2021-07-28,Parking,233.15,Cash,Transportation
2023-08-22,Electricity Bill,1309.42,Transfer,Utilities
2019-07-08,Internet Bill,560.51,Transfer,Utilities
2020-10-12,Course Purchase,5928.93,UPI,Education
2024-06-11,Taxi,1090.53,Cash,Transportation
2021-07-01,Lunch,1123.66,Transfer,Food & Dining
2021-12-22,Grocery,116.0,UPI,Food & Dining
2020-09-10,Lunch,962.94,Transfer,Food & Dining
2024-06-25,Online Shopping,158.59,Transfer,Shopping
2023-05-08,Flight Ticket,1969.08,Cash,Transportation
2022-11-09,Insurance,1136.06,UPI,Utilities
2022-11-18,Course Purchase,644.72,Cash,Education
2020-12-09,Coffee,1457.31,Cash,Food & Dining
2022-11-08,Internet Bill,645.63,UPI,Utilities
2020-12-27,Hotel,1398.53,Transfer,Shopping
2024-05-10,Taxi,98.41,UPI,Transportation
2021-03-25,Gym Membership,1246.75,Transfer,Entertainment
2024-12-02,Grocery,1568.57,Card,Food & Dining
2021-12-29,Flight Ticket,1747.86,Card,Transportation
2020-02-23,Course Purchase,1286.32,Cash,Education
2022-08-23,Tuition Fee,423.85,Card,Education
2022-03-16,Grocery,1196.66,Cash,Food & Dining
2022-11-05,Dinner,3753.71,Transfer,Food & Dining
2022-03-31,Course Purchase,26.15,Card,Education
2022-03-19,Movie,1452.18,Cash,Entertainment
2022-05-13,Grocery,634.45,Transfer,Food & Dining
2019-12-11,Parking,1690.17,Cash,Transportation
2022-12-28,Bus,1857.24,UPI,Transportation
2019-01-04,Pharmacy,1430.93,Transfer,Health & Medical
2020-06-12,Dinner,1658.75,Cash,Food & Dining
2023-08-25,Online Shopping,161.62,Card,Shopping
2021-01-01,Coffee,1598.26,Cash,Food & Dining
2024-09-13,Taxi,1597.02,Card,Transportation
2021-11-18,Insurance,264.23,Transfer,Entertainment
2023-04-21,Gym Membership,1538.48,Card,Health & Medical
2019-01-17,Internet Bill,168.9,Transfer,Utilities
2022-09-19,Electricity Bill,1061.29,Card,Utilities
2020-02-24,Fuel,153.09,Card,Transportation
2023-12-08,Insurance,684.87,Transfer,Education
2020-08-26,Electricity Bill,241.45,Card,Utilities
2022-05-29,Course Purchase,497.21,Cash,Education
2020-03-31,Grocery,12086.41,UPI,Food & Dining
2024-06-03,Lunch,1759.25,Cash,Food & Dining
2021-04-23,Flight Ticket,924.44,Card,Transportation
2024-08-11,Flight Ticket,132.03,Cash,Transportation
2022-10-20,Pharmacy,9522.14,Cash,Health & Medical
2020-03-20,Online Shopping,1529.77,Cash,Shopping
2023-04-27,Dinner,614.86,Card,Food & Dining
2021-12-02,Flight Ticket,2465.99,UPI,Transportation
2024-03-12,Gym Membership,1215.32,Transfer,Other
2020-05-03,Subscription,924.83,Card,Entertainment
2020-12-26,Pharmacy,1914.48,Cash,Health & Medical
2020-05-09,Restaurant,654.53,Card,Food & Dining
2019-09-29,Internet Bill,14733.72,Card,Utilities
2023-10-23,Flight Ticket,721.04,Transfer,Transportation
2022-03-29,Subscription,367.07,Transfer,Entertainment
2020-01-26,Internet Bill,1294.41,Transfer,Utilities
2021-12-22,Fuel,1892.36,UPI,Transportation
2022-12-21,Lunch,52.2,UPI,Food & Dining
2019-08-03,Movie,792.71,Transfer,Entertainment
2024-02-07,Online Shopping,2570.11,Cash,Shopping
2023-03-20,Taxi,1384.98,UPI,Transportation
2019-12-10,Coffee,85.73,UPI,Food & Dining
2022-12-20,Flight Ticket,223.0,Cash,Transportation
2020-07-23,Grocery,821.52,Card,Food & Dining
2019-11-08,Parking,626.71,Card,Transportation
2021-05-06,Internet Bill,714.36,Cash,Utilities
2023-01-17,Grocery,1200.99,Transfer,Food & Dining
2023-02-08,Parking,651.43,Cash,Transportation
2024-04-16,Bus,738.48,UPI,Transportation
2023-04-18,Book Purchase,1371.62,UPI,Entertainment
2024-06-15,Online Shopping,1383.13,Transfer,Shopping
2020-01-27,Electricity Bill,2139.77,Transfer,Utilities
2021-04-24,Hotel,1535.86,Card,Shopping
2019-01-16,Restaurant,3950.29,Transfer,Food & Dining
2022-04-11,Parking,342.73,UPI,Transportation
2020-07-19,Gym Membership,1972.61,Transfer,Other
2020-01-20,Internet Bill,1304.1,Transfer,Utilities
2024-12-07,Lunch,1599.65,Transfer,Food & Dining
2020-01-01,Electricity Bill,1389.08,Cash,Utilities
2021-02-28,Online Shopping,215.35,UPI,Shopping
2021-05-12,Dinner,301.16,Transfer,Food & Dining
2020-04-29,Lunch,454.34,Cash,Food & Dining
2024-06-07,Parking,283.24,Card,Transportation
2021-06-25,Tuition Fee,330.38,Cash,Education
2024-04-05,Electricity Bill,1840.13,UPI,Utilities
2021-08-02,Internet Bill,435.9,Transfer,Utilities
2024-09-11,Bus,378.53,UPI,Transportation
2022-10-05,Flight Ticket,5504.01,Transfer,Transportation
2023-08-27,Pharmacy,908.8,Card,Health & Medical
2020-07-08,Fuel,686.62,UPI,Transportation
2024-10-26,Lunch,596.74,Card,Food & Dining
2024-08-27,Movie,150.4,Transfer,Entertainment
2022-01-06,Bus,1469.77,UPI,Transportation
2024-06-10,Course Purchase,1539.25,Transfer,Education
2019-10-12,Online Shopping,5014.97,Cash,Shopping
2023-08-28,Hotel,1952.11,Cash,Shopping
2019-01-09,Online Shopping,63.9,Cash,Shopping
2021-12-02,Dinner,307.95,Card,Food & Dining
2022-01-21,Insurance,1800.41,Transfer,Education
2020-07-27,Insurance,1583.64,Card,Transportation
2024-09-27,Dinner,727.36,Card,Food & Dining
2024-02-12,Electricity Bill,1084.51,Card,Utilities
2021-02-16,Dinner,1711.14,Transfer,Food & Dining
2024-03-21,Book Purchase,926.54,Transfer,Entertainment
2019-11-04,Course Purchase,523.9,Card,Education
2020-03-21,Online Shopping,1520.97,Card,Shopping
2023-07-26,Book Purchase,842.33,Cash,Entertainment
2021-11-15,Restaurant,605.15,Card,Food & Dining
2019-09-17,Grocery,436.51,Cash,Food & Dining
2019-01-07,Coffee,386.35,UPI,Food & Dining
2021-03-29,Tuition Fee,1286.53,Card,Education
2023-08-25,Flight Ticket,1601.11,UPI,Transportation
2020-01-18,Tuition Fee,993.48,Card,Education
2023-02-21,Pharmacy,27.58,Card,Health & Medical
2022-10-23,Insurance,295.76,UPI,Shopping
2021-05-01,Coffee,1787.72,Card,Food & Dining
2022-07-08,Fuel,1047.35,Cash,Transportation
2021-05-22,Taxi,657.38,UPI,Transportation
2023-09-27,Fuel,1400.23,Cash,Transportation
2024-02-17,Gym Membership,1620.4,Card,Health & Medical
2024-02-06,Movie,46.18,Cash,Entertainment
2020-08-29,Electricity Bill,804.43,Transfer,Utilities
2022-02-08,Book Purchase,1311.0,Cash,Entertainment
2020-04-16,Parking,1602.5,Transfer,Transportation
2019-05-02,Dinner,438.53,Cash,Food & Dining
2022-05-25,Online Shopping,12015.69,UPI,Shopping
2023-10-17,Tuition Fee,4993.06,UPI,Education
2019-05-20,Grocery,279.26,UPI,Food & Dining
2022-03-16,Lunch,761.01,Cash,Food & Dining
2019-06-27,Flight Ticket,626.45,UPI,Transportation
2023-12-05,Online Shopping,700.19,Card,Shopping
2023-10-05,Lunch,1760.72,Cash,Food & Dining
2023-01-03,Pharmacy,268.8,UPI,Health & Medical
2022-06-27,Restaurant,1419.35,Card,Food & Dining
2020-05-21,Coffee,1313.73,Cash,Food & Dining
2019-08-18,Dinner,1566.78,UPI,Food & Dining
2024-07-21,Flight Ticket,1121.36,Card,Transportation
2022-06-04,Coffee,1009.52,UPI,Food & Dining
2021-12-23,Gym Membership,1467.4,UPI,Utilities
2020-03-24,Subscription,1556.72,Transfer,Entertainment
2023-02-04,Internet Bill,1173.61,UPI,Utilities
2021-03-31,Flight Ticket,13852.08,Transfer,Transportation
2021-10-29,Parking,1023.73,Transfer,Transportation
2024-08-14,Movie,1505.17,UPI,Entertainment
2021-09-24,Electricity Bill,535.6,Transfer,Utilities
2021-04-11,Subscription,370.45,Cash,Entertainment
2024-07-03,Parking,456.71,Transfer,Transportation
2019-05-15,Grocery,819.03,Transfer,Food & Dining
2023-04-25,Online Shopping,1347.17,Transfer,Shopping
2021-09-16,Internet Bill,1283.55,Cash,Utilities
2021-02-05,Lunch,1535.62,Card,Food & Dining
2022-08-17,Electricity Bill,1095.53,Cash,Utilities
2023-06-27,Online Shopping,551.86,UPI,Shopping
2022-12-16,Subscription,1821.47,UPI,Entertainment
2019-09-12,Restaurant,1656.57,Card,Food & Dining
2020-03-24,Insurance,1417.21,Card,Health & Medical
2023-08-21,Grocery,435.37,UPI,Food & Dining
2020-04-04,Tuition Fee,1729.83,Cash,Education
2023-07-18,Lunch,55.33,Card,Food & Dining
2024-12-22,Flight Ticket,381.39,Cash,Transportation
2024-12-02,Internet Bill,1677.81,UPI,Utilities
2024-03-12,Dinner,1362.79,Transfer,Food & Dining
2022-02-16,Parking,629.67,UPI,Transportation
2019-10-16,Bus,6817.99,UPI,Transportation
2020-04-03,Insurance,635.23,Transfer,Entertainment
2021-11-21,Pharmacy,1291.94,UPI,Health & Medical
2020-01-16,Tuition Fee,1672.8,Cash,Education
2023-02-21,Course Purchase,1287.53,UPI,Education
2021-10-26,Online Shopping,1389.56,UPI,Shopping
2022-06-07,Coffee,741.22,Transfer,Food & Dining
2023-01-20,Coffee,11816.49,Card,Food & Dining
2020-08-05,Course Purchase,992.14,Cash,Education
2020-01-23,Parking,795.24,UPI,Transportation
2021-12-19,Fuel,1468.24,Card,Transportation
2024-10-12,Insurance,1499.92,UPI,Education
2023-01-12,Grocery,230.19,Card,Food & Dining
2022-08-14,Grocery,161.44,Transfer,Food & Dining
2020-12-16,Book Purchase,9800.14,UPI,Entertainment
2024-01-02,Parking,1607.24,Transfer,Transportation
2024-07-27,Movie,200.79,Cash,Entertainment
2019-12-12,Course Purchase,1347.65,Card,Education
2021-03-24,Book Purchase,384.26,Transfer,Entertainment
2022-10-21,Movie,1091.87,Cash,Entertainment
2023-10-18,Gym Membership,78.8,Card,Shopping
2024-06-08,Parking,1734.37,Transfer,Transportation
2019-09-29,Lunch,997.23,Cash,Food & Dining
2023-12-07,Course Purchase,1076.12,UPI,Education
2024-05-11,Online Shopping,380.9,Card,Shopping
2023-07-21,Movie,1084.1,Card,Entertainment
2023-02-09,Fuel,1579.19,Cash,Transportation
2024-04-21,Dinner,10231.54,Card,Food & Dining
2021-07-26,Lunch,502.42,Card,Food & Dining
2022-10-14,Movie,9695.45,Cash,Entertainment
2020-03-12,Bus,291.78,Card,Transportation
2022-02-07,Flight Ticket,2329.96,Transfer,Transportation
2022-10-16,Pharmacy,1789.57,Transfer,Health & Medical
2019-10-31,Course Purchase,258.15,UPI,Education
2019-04-06,Online Shopping,1413.88,Cash,Shopping
2024-03-27,Hotel,119.31,UPI,Shopping
2021-07-22,Pharmacy,1551.09,Transfer,Health & Medical
2019-07-11,Online Shopping,310.79,UPI,Shopping
2019-07-15,Hotel,7527.71,UPI,Shopping
2023-09-05,Pharmacy,1288.57,Transfer,Health & Medical
2023-10-06,Book Purchase,1141.9,UPI,Entertainment
2020-07-28,Online Shopping,1695.8,Transfer,Shopping
2024-02-24,Pharmacy,1555.83,Cash,Health & Medical
2020-09-13,Fuel,379.96,Transfer,Transportation
2020-04-22,Subscription,1666.63,Cash,Entertainment
2020-10-09,Restaurant,269.3,Card,Food & Dining
2020-10-29,Book Purchase,419.66,Cash,Entertainment
2019-07-19,Book Purchase,890.2,UPI,Entertainment
2022-11-15,Electricity Bill,1795.79,UPI,Utilities
2021-04-11,Internet Bill,135.0,Card,Utilities
2023-12-25,Fuel,579.96,Transfer,Transportation
2019-09-19,Electricity Bill,1442.42,Cash,Utilities
2019-02-05,Fuel,9889.79,Card,Transportation
2024-07-24,Restaurant,930.57,Cash,Food & Dining
2021-11-17,Bus,1766.32,Transfer,Transportation
2021-04-06,Subscription,560.42,Card,Entertainment
2020-09-28,Movie,1596.55,Transfer,Entertainment
2022-08-11,Pharmacy,1697.13,Card,Health & Medical
2022-04-18,Taxi,354.65,Transfer,Transportation
2019-06-23,Insurance,1602.33,UPI,Utilities
2022-09-15,Course Purchase,284.19,Card,Education
2024-11-14,Hotel,1193.23,UPI,Shopping
2024-07-25,Bus,1457.13,Transfer,Transportation
2020-06-19,Restaurant,1820.78,UPI,Food & Dining
2021-10-31,Coffee,837.6,Transfer,Food & Dining
2019-10-07,Dinner,713.77,UPI,Food & Dining
2024-04-06,Dinner,769.28,Cash,Food & Dining
2022-11-04,Bus,734.94,UPI,Transportation
2021-02-01,Online Shopping,1082.85,UPI,Shopping
2023-03-18,Movie,875.41,Cash,Entertainment
2022-12-06,Lunch,1368.96,Cash,Food & Dining
2022-03-09,Coffee,1021.46,Cash,Food & Dining
2021-01-23,Movie,393.49,UPI,Entertainment
2023-11-26,Internet Bill,1251.7,Card,Utilities
2019-04-20,Lunch,49.81,UPI,Food & Dining
2024-12-21,Hotel,514.24,UPI,Shopping
2020-02-26,Coffee,1793.74,Card,Food & Dining
2021-11-24,Tuition Fee,367.25,UPI,Education
2021-12-13,Parking,38.23,UPI,Transportation
2022-07-18,Hotel,841.31,Transfer,Shopping
2022-09-22,Hotel,13.27,Card,Shopping
2019-04-22,Gym Membership,1285.67,UPI,Transportation
2021-06-12,Restaurant,1364.45,Transfer,Food & Dining
2019-04-15,Flight Ticket,174.46,Cash,Transportation
2021-10-18,Fuel,454.22,Cash,Transportation
2024-03-19,Lunch,1966.95,UPI,Food & Dining
2022-01-19,Parking,81.0,Card,Transportation
2020-01-14,Taxi,815.88,UPI,Transportation
2020-12-30,Gym Membership,832.63,Cash,Health & Medical
2024-09-22,Bus,1748.56,Cash,Transportation
2021-10-21,Movie,928.8,Cash,Entertainment
2020-04-11,Movie,1507.91,Transfer,Entertainment
2022-07-07,Pharmacy,1917.72,UPI,Health & Medical
2022-02-16,Grocery,117.68,Transfer,Food & Dining
2019-08-17,Insurance,1692.47,UPI,Health & Medical
2020-02-07,Hotel,1839.12,Card,Shopping
2024-10-20,Pharmacy,762.48,Transfer,Health & Medical
2021-08-13,Subscription,1911.17,UPI,Entertainment
2023-09-09,Grocery,863.0,UPI,Food & Dining
2019-07-07,Dinner,1498.29,Transfer,Food & Dining
2019-05-16,Hotel,1804.7,Card,Shopping
2021-11-20,Online Shopping,1795.84,Card,Shopping
2020-04-24,Tuition Fee,1135.26,UPI,Education
2019-11-29,Gym Membership,1876.21,Card,Food & Dining
2024-01-15,Online Shopping,955.49,Cash,Shopping
2024-09-02,Pharmacy,1136.0,Cash,Health & Medical
2021-07-24,Fuel,13192.74,Card,Transportation
2022-05-23,Book Purchase,1692.49,Transfer,Entertainment
2024-03-04,Taxi,1394.55,UPI,Transportation
2020-04-28,Internet Bill,1344.47,Cash,Utilities
2023-12-04,Tuition Fee,991.11,Card,Education
2024-09-08,Fuel,826.36,Transfer,Transportation
2024-12-03,Online Shopping,3228.33,Transfer,Shopping
2024-02-12,Fuel,70.09,UPI,Transportation
2019-09-22,Restaurant,131.32,Card,Food & Dining
2022-09-11,Gym Membership,839.86,Transfer,Transportation
2024-12-31,Hotel,774.02,Cash,Shopping
2021-10-08,Subscription,1844.59,Transfer,Entertainment
2019-05-25,Internet Bill,646.56,Card,Utilities
2019-04-15,Course Purchase,1205.32,Cash,Education
2024-03-07,Flight Ticket,1537.48,Card,Transportation
2023-10-01,Restaurant,414.84,Cash,Food & Dining
2021-11-18,Lunch,817.12,UPI,Food & Dining
2019-04-09,Restaurant,953.7,Card,Food & Dining
2020-01-30,Insurance,1110.0,Card,Shopping
2023-07-01,Bus,152.87,Cash,Transportation
2020-04-14,Taxi,432.08,UPI,Transportation
2021-05-30,Grocery,535.69,UPI,Food & Dining
2022-12-20,Taxi,1174.22,UPI,Transportation
2023-06-29,Dinner,1852.93,UPI,Food & Dining
2023-11-24,Taxi,74.02,Transfer,Transportation
2024-06-18,Pharmacy,1871.26,Transfer,Health & Medical
2019-01-10,Book Purchase,1369.58,Card,Entertainment
2019-03-20,Electricity Bill,1363.9,Cash,Utilities
2022-07-24,Pharmacy,1324.55,Transfer,Health & Medical
2024-12-15,Insurance,666.3,Cash,Other
2019-05-27,Flight Ticket,188.34,UPI,Transportation
2021-06-28,Electricity Bill,1709.14,Card,Utilities
2024-03-20,Parking,1704.27,Cash,Transportation
2019-05-14,Insurance,1233.96,UPI,Food & Dining
2022-09-03,Subscription,740.55,Cash,Entertainment
2023-03-29,Dinner,439.88,Transfer,Food & Dining
2021-12-29,Pharmacy,1138.44,Transfer,Health & Medical
2024-03-10,Internet Bill,1274.18,Transfer,Utilities
2021-12-28,Fuel,5843.18,Transfer,Transportation
2021-01-04,Internet Bill,13096.22,UPI,Utilities
2019-07-15,Parking,55.24,Card,Transportation
2020-02-28,Gym Membership,132.66,Cash,Transportation
2023-09-11,Online Shopping,185.76,Card,Shopping
2021-05-26,Bus,1059.05,Transfer,Transportation
2021-07-13,Pharmacy,640.14,Transfer,Health & Medical
2024-01-10,Insurance,725.91,Transfer,Health & Medical
2020-05-04,Internet Bill,23.64,Transfer,Utilities
2022-01-12,Gym Membership,690.07,Transfer,Shopping
2022-09-21,Taxi,1591.99,UPI,Transportation
2021-05-27,Hotel,1138.53,UPI,Shopping
2021-02-27,Parking,383.44,Transfer,Transportation
2019-03-18,Restaurant,6855.71,UPI,Food & Dining
2020-12-27,Grocery,1504.38,Cash,Food & Dining
2021-11-13,Fuel,665.61,Card,Transportation
2019-05-21,Subscription,1556.95,Transfer,Entertainment
2021-12-30,Dinner,13000.22,Transfer,Food & Dining
2019-08-27,Coffee,1346.96,Cash,Food & Dining
2022-06-21,Coffee,600.81,Card,Food & Dining
2019-01-22,Tuition Fee,11309.64,UPI,Education
2020-05-02,Internet Bill,586.46,Transfer,Utilities
2023-06-04,Electricity Bill,62.47,UPI,Utilities
2024-08-17,Hotel,827.66,Transfer,Shopping
2022-03-10,Bus,1513.14,Card,Transportation
2019-06-01,Tuition Fee,1323.37,Card,Education
2020-05-18,Bus,610.0,Card,Transportation
2023-10-17,Fuel,1681.55,UPI,Transportation
2019-12-16,Book Purchase,1780.93,Card,Entertainment
2023-08-17,Restaurant,1574.35,Card,Food & Dining
2020-08-23,Parking,274.17,UPI,Transportation
2020-11-10,Movie,420.43,Transfer,Entertainment
2020-12-16,Lunch,72.59,Card,Food & Dining
2024-09-30,Bus,526.36,Card,Transportation
2024-10-20,Taxi,780.27,Cash,Transportation
2021-05-08,Coffee,113.47,Card,Food & Dining
2023-11-03,Restaurant,1657.36,Cash,Food & Dining
2023-04-25,Electricity Bill,1040.71,Transfer,Utilities
2020-11-11,Lunch,1263.64,Cash,Food & Dining
2021-08-06,Dinner,916.76,Card,Food & Dining
2019-06-21,Parking,1036.57,UPI,Transportation
2023-08-26,Grocery,971.79,Card,Food & Dining
2022-02-21,Dinner,1175.3,Card,Food & Dining
2019-02-15,Bus,735.73,UPI,Transportation
2022-09-08,Lunch,197.38,Cash,Food & Dining
2019-03-14,Online Shopping,326.19,UPI,Shopping
2019-02-07,Parking,1234.65,Cash,Transportation
2021-06-11,Insurance,357.59,Transfer,Entertainment
2020-04-10,Flight Ticket,333.77,UPI,Transportation
2021-07-06,Restaurant,1934.58,Card,Food & Dining
2024-08-28,Lunch,358.21,Cash,Food & Dining
